BDP UPLwithBBR RTTwithBBR UPLwithCUBIC RTTwithCUBIC
0.25 1436.109000 114.749000 2143.544000 114.849000
0.5 1096.246000 126.826000 2008.537000 224.659000
1.0 1417.597000 127.781000 1012.868000 178.564000
2.0 1111.524000 125.786000 1239.736000 490.410000
4.0 1369.028000 125.950000 1530.476000 1498.666000
