BDP UPLwithBBR RTTwithBBR UPLwithCUBIC RTTwithCUBIC
0.25 230.782000 230.801000 219.903000 219.872000
0.5 220.041000 219.924000 219.784000 219.880000
1.0 226.160000 226.189000 221.563000 220.197000
2.0 220.049000 219.996000 218.473000 218.485000
4.0 228.649000 229.008000 228.558000 228.467000
