BDP UPLwithBBR RTTwithBBR UPLwithCUBIC RTTwithCUBIC
0.25 426.585000 208.221000 1992.757000 220.225000
0.5 443.057000 214.215000 2053.093000 226.619000
1.0 432.268000 208.760000 2073.204000 227.203000
2.0 424.342000 208.249000 2062.123000 227.904000
4.0 437.763000 214.220000 2009.047000 221.948000
