BDP UPLwithBBR RTTwithBBR UPLwithCUBIC RTTwithCUBIC
0.25 467.341000 213.900000 378.104000 252.174000
0.5 436.447000 210.556000 258.005000 211.444000
1.0 438.857000 211.794000 261.458000 216.073000
2.0 490.392000 217.367000 304.366000 223.105000
4.0 593.489000 235.068000 233.678000 209.861000
