BDP UPLwithBBR RTTwithBBR UPLwithCUBIC RTTwithCUBIC
0.25 1436.848000 112.845000 2144.424000 110.742000
0.5 1077.010000 109.278000 2050.962000 119.920000
1.0 1417.403000 114.569000 1012.759000 107.414000
2.0 1157.365000 108.363000 1239.402000 112.866000
4.0 1374.250000 111.497000 1530.349000 114.245000
