BDP UPLwithBBR RTTwithBBR UPLwithCUBIC RTTwithCUBIC
0.25 1072.140000 109.280000 2445.374000 133.384000
0.5 1238.613000 123.007000 1278.419000 132.447000
1.0 1097.723000 117.878000 1430.864000 263.436000
2.0 1019.999000 118.334000 1163.720000 438.441000
4.0 1135.095000 115.702000 1000.951000 981.712000
